"CRNII","lbin","1.5","2","2.5","3","3.5","4","4.5","5","5.5","6","6.5","7","LAT","LONG"
"2012007",550,0,0,0,0,0,1,0,1,1,0,0,0,41.53988333,-82.48295
"2012007",575,0,0,0,0,1,2,0,2,1,0,0,0,41.53988333,-82.48295
"2012007",600,0,0,0,0,0,0,0,0,1,0,0,0,41.53988333,-82.48295
"2012007",625,0,0,0,0,0,0,0,0,1,0,0,0,41.53988333,-82.48295
"2012007",650,0,0,0,0,0,0,0,0,1,0,0,0,41.53988333,-82.48295
"2012007",675,0,0,0,0,0,0,1,0,0,0,0,0,41.53988333,-82.48295
"2012007",700,0,0,0,0,0,0,0,1,0,0,0,0,41.53988333,-82.48295
"2012007",725,0,0,0,0,0,0,0,1,0,0,0,0,41.53988333,-82.48295
"2012007",750,0,0,0,0,0,0,0,0,0,0,0,0,41.53988333,-82.48295
"2012007",775,0,0,0,0,0,0,0,0,0,0,0,0,41.53988333,-82.48295
"2012008",175,0,0,0,0,0,0,0,0,0,0,0,0,41.46936667,-82.5101333
"2012008",200,0,0,0,0,0,0,0,0,0,0,0,0,41.46936667,-82.5101333
"2012008",225,0,0,0,0,0,0,0,0,0,0,0,0,41.46936667,-82.5101333
"2012008",250,0,0,0,0,0,0,0,0,0,0,0,0,41.46936667,-82.5101333
"2012008",275,0,0,0,0,0,0,0,0,0,0,0,0,41.46936667,-82.5101333
"2012008",300,0,0,0,0,0,0,0,0,0,0,0,0,41.46936667,-82.5101333
"2012008",325,0,0,0,0,0,0,0,0,0,0,0,0,41.46936667,-82.5101333
"2012008",350,0,0,0,0,0,0,0,0,0,0,0,0,41.46936667,-82.5101333
"2012008",375,0,0,0,0,0,0,0,0,0,0,0,0,41.46936667,-82.5101333
"2012008",400,0,0,0,0,1,0,0,0,0,0,0,0,41.46936667,-82.5101333
"2012008",425,0,0,0,0,1,0,0,0,0,0,0,0,41.46936667,-82.5101333
"2012008",450,0,1,0,0,3,0,0,0,0,0,0,0,41.46936667,-82.5101333
"2012008",475,0,1,0,0,0,2,2,0,0,0,0,0,41.46936667,-82.5101333
"2012008",500,0,0,0,0,1,3,0,1,0,0,0,0,41.46936667,-82.5101333
"2012008",525,0,0,0,0,0,0,2,0,0,0,0,0,41.46936667,-82.5101333
"2012008",550,0,0,0,2,0,0,0,2,0,0,0,0,41.46936667,-82.5101333
"2012008",575,0,0,0,0,0,1,2,3,0,0,0,0,41.46936667,-82.5101333
"2012008",600,0,0,0,0,0,1,0,3,3,0,0,0,41.46936667,-82.5101333
"2012008",625,0,0,0,0,0,0,0,1,0,0,0,0,41.46936667,-82.5101333
"2012008",650,0,0,0,0,0,0,0,0,0,0,0,0,41.46936667,-82.5101333
"2012008",675,0,0,0,0,0,0,0,0,0,0,0,0,41.46936667,-82.5101333
"2012008",700,0,0,0,0,0,0,0,0,0,0,0,0,41.46936667,-82.5101333
"2012008",725,0,0,0,0,0,0,0,0,0,0,0,0,41.46936667,-82.5101333
"2012008",750,0,0,0,0,0,0,0,0,0,0,0,0,41.46936667,-82.5101333
"2012008",775,0,0,0,0,0,0,0,0,0,0,0,0,41.46936667,-82.5101333
"2012009",175,0,0,0,0,0,0,0,0,0,0,0,0,41.61978333,-82.52835
"2012009",200,0,0,0,0,0,0,0,0,0,0,0,0,41.61978333,-82.52835
"2012009",225,0,0,0,0,0,0,0,0,0,0,0,0,41.61978333,-82.52835
"2012009",250,0,0,0,0,0,0,0,0,0,0,0,0,41.61978333,-82.52835
"2012009",275,0,0,0,0,0,0,0,0,0,0,0,0,41.61978333,-82.52835
"2012009",300,0,0,0,0,0,0,0,0,0,0,0,0,41.61978333,-82.52835
"2012009",325,0,0,0,0,0,0,0,0,0,0,0,0,41.61978333,-82.52835
"2012009",350,0,0,0,0,0,0,0,0,0,0,0,0,41.61978333,-82.52835
"2012009",375,0,0,0,0,0,0,0,0,0,0,0,0,41.61978333,-82.52835
"2012009",400,0,1,0,0,0,0,0,0,0,0,0,0,41.61978333,-82.52835
"2012009",425,0,0,0,0,0,0,0,0,0,0,0,0,41.61978333,-82.52835
"2012009",450,0,0,0,0,0,0,0,0,0,0,0,0,41.61978333,-82.52835
"2012009",475,0,0,0,0,0,1,0,0,0,0,0,0,41.61978333,-82.52835
"2012009",500,0,0,0,0,0,0,0,0,0,0,0,0,41.61978333,-82.52835
"2012009",525,0,0,0,0,0,1,0,1,0,0,0,0,41.61978333,-82.52835
"2012009",550,0,0,0,0,0,0,0,1,0,0,0,0,41.61978333,-82.52835
"2012009",575,0,0,0,0,0,0,0,1,0,0,0,0,41.61978333,-82.52835
"2012009",600,0,0,0,0,0,0,0,0,0,0,0,0,41.61978333,-82.52835
"2012009",625,0,0,0,0,0,0,0,0,0,0,0,0,41.61978333,-82.52835
"2012009",650,0,0,0,0,0,0,0,0,0,1,0,0,41.61978333,-82.52835
"2012009",675,0,0,0,0,0,0,0,0,0,0,0,0,41.61978333,-82.52835
"2012009",700,0,0,0,0,0,0,0,0,0,0,0,0,41.61978333,-82.52835
"2012009",725,0,0,0,0,0,0,0,0,0,0,0,0,41.61978333,-82.52835
"2012009",750,0,0,0,0,0,0,0,0,0,0,0,0,41.61978333,-82.52835
"2012009",775,0,0,0,0,0,0,0,0,0,0,0,0,41.61978333,-82.52835
"2012010",175,0,0,0,0,0,0,0,0,0,0,0,0,41.55185,-82.36185
"2012010",200,0,0,0,0,0,0,0,0,0,0,0,0,41.55185,-82.36185
"2012010",225,0,0,0,0,0,0,0,0,0,0,0,0,41.55185,-82.36185
"2012010",250,0,0,0,0,0,0,0,0,0,0,0,0,41.55185,-82.36185
"2012010",275,0,0,0,0,0,0,0,0,0,0,0,0,41.55185,-82.36185
"2012010",300,0,0,0,0,0,0,0,0,0,0,0,0,41.55185,-82.36185
"2012010",325,0,0,0,0,0,0,0,0,0,0,0,0,41.55185,-82.36185
"2012010",350,0,0,0,0,0,0,0,0,0,0,0,0,41.55185,-82.36185
"2012010",375,0,0,0,0,1,0,0,0,0,0,0,0,41.55185,-82.36185
"2012010",400,0,0,2,1,2,0,0,0,0,0,0,0,41.55185,-82.36185
"2012010",425,0,0,0,1,0,0,0,0,0,0,0,0,41.55185,-82.36185
"2012010",450,0,0,0,1,2,2,0,0,0,0,0,0,41.55185,-82.36185
"2012010",475,0,0,0,1,0,4,1,0,0,0,0,0,41.55185,-82.36185
"2012010",500,0,0,0,0,0,3,2,0,0,0,0,0,41.55185,-82.36185
"2012010",525,0,0,0,0,0,0,0,0,1,0,0,0,41.55185,-82.36185
"2012010",550,0,0,0,0,0,0,2,1,0,0,0,0,41.55185,-82.36185
"2012010",575,0,0,0,0,1,1,2,1,2,0,0,0,41.55185,-82.36185
"2012010",600,0,0,0,0,0,1,1,1,0,0,0,0,41.55185,-82.36185
"2012010",625,0,0,0,0,0,0,0,0,1,0,0,0,41.55185,-82.36185
"2012010",650,0,0,0,0,0,0,0,0,0,1,0,0,41.55185,-82.36185
"2012010",675,0,0,0,0,0,0,0,1,0,0,0,0,41.55185,-82.36185
"2012010",700,0,0,0,0,0,0,0,0,0,1,0,0,41.55185,-82.36185
"2012010",725,0,0,0,0,0,0,0,0,0,0,0,0,41.55185,-82.36185
"2012010",750,0,0,0,0,0,0,0,0,0,0,0,0,41.55185,-82.36185
"2012010",775,0,0,0,0,0,0,0,0,0,0,0,0,41.55185,-82.36185
"2012011",175,0,0,0,0,0,0,0,0,0,0,0,0,41.43278333,-82.474616667
"2012011",200,0,0,0,0,0,0,0,0,0,0,0,0,41.43278333,-82.474616667
"2012011",225,0,0,0,0,0,0,0,0,0,0,0,0,41.43278333,-82.474616667
"2012011",250,0,0,0,0,0,0,0,0,0,0,0,0,41.43278333,-82.474616667
"2012011",275,0,0,0,0,0,0,0,0,0,0,0,0,41.43278333,-82.474616667
"2012011",300,0,0,0,0,0,0,0,0,0,0,0,0,41.43278333,-82.474616667
"2012011",325,0,0,0,0,0,0,0,0,0,0,0,0,41.43278333,-82.474616667
"2012011",350,0,0,0,0,0,0,0,0,0,0,0,0,41.43278333,-82.474616667
"2012011",375,0,0,2,3,3,0,0,0,0,0,0,0,41.43278333,-82.474616667
"2012011",400,0,0,2,0,1,0,0,0,0,0,0,0,41.43278333,-82.474616667
"2012011",425,0,0,0,0,2,0,0,0,0,0,0,0,41.43278333,-82.474616667
"2012011",450,0,0,1,1,2,1,0,0,2,0,0,0,41.43278333,-82.474616667
"2012011",475,0,0,0,3,4,0,2,0,0,0,0,0,41.43278333,-82.474616667
"2012011",500,0,0,0,0,2,5,1,1,1,0,0,0,41.43278333,-82.474616667
"2012011",525,0,0,0,0,1,2,2,4,2,0,0,0,41.43278333,-82.474616667
"2012011",550,0,0,0,0,0,1,1,5,4,0,0,0,41.43278333,-82.474616667
"2012011",575,0,0,0,0,0,0,1,4,2,1,0,0,41.43278333,-82.474616667
"2012011",600,0,0,0,1,0,0,0,2,0,0,0,0,41.43278333,-82.474616667
"2012011",625,0,0,0,0,0,0,0,1,1,0,0,0,41.43278333,-82.474616667
"2012011",650,0,0,0,0,0,0,0,0,0,2,2,0,41.43278333,-82.474616667
"2012011",675,0,0,0,0,0,0,1,0,1,3,0,0,41.43278333,-82.474616667
"2012011",700,0,0,0,0,0,0,0,0,1,1,1,0,41.43278333,-82.474616667
"2012011",725,0,0,0,0,0,0,0,0,0,0,0,0,41.43278333,-82.474616667
"2012011",750,0,0,0,0,0,0,0,0,0,0,0,0,41.43278333,-82.474616667
"2012011",775,0,0,0,0,0,0,0,0,0,0,0,0,41.43278333,-82.474616667
"2012012",175,0,0,0,0,0,0,0,0,0,0,0,0,41.441216667,-82.35053333
"2012012",200,0,0,0,0,0,0,0,0,0,0,0,0,41.441216667,-82.35053333
"2012012",225,0,0,0,0,0,0,0,0,0,0,0,0,41.441216667,-82.35053333
"2012012",250,0,0,0,0,0,0,0,0,0,0,0,0,41.441216667,-82.35053333
"2012012",275,0,0,0,0,0,0,0,0,0,0,0,0,41.441216667,-82.35053333
"2012012",300,0,0,0,0,0,0,0,0,0,0,0,0,41.441216667,-82.35053333
"2012012",325,0,0,0,0,0,0,0,0,0,0,0,0,41.441216667,-82.35053333
"2012012",350,0,0,1,0,0,0,0,0,0,0,0,0,41.441216667,-82.35053333
"2012012",375,0,0,1,0,0,0,0,0,0,0,0,0,41.441216667,-82.35053333
"2012012",400,0,0,1,0,3,0,0,0,0,0,0,0,41.441216667,-82.35053333
"2012012",425,0,0,4,0,3,0,0,0,0,1,0,0,41.441216667,-82.35053333
"2012012",450,0,0,3,0,5,0,0,0,0,7,0,0,41.441216667,-82.35053333
"2012012",475,0,0,5,0,6,2,0,0,0,5,0,0,41.441216667,-82.35053333
"2012012",500,0,0,1,0,2,1,2,0,0,0,0,1,41.441216667,-82.35053333
"2012012",525,0,0,3,0,0,2,6,0,1,1,0,0,41.441216667,-82.35053333
"2012012",550,0,0,4,0,4,3,4,5,2,2,0,0,41.441216667,-82.35053333
"2012012",575,1,0,1,0,2,1,2,9,3,0,0,0,41.441216667,-82.35053333
"2012012",600,0,0,1,0,0,0,5,6,6,0,0,0,41.441216667,-82.35053333
"2012012",625,0,0,0,0,1,0,1,2,1,0,1,0,41.441216667,-82.35053333
"2012012",650,0,0,0,0,0,0,1,1,0,0,1,0,41.441216667,-82.35053333
"2012012",675,0,0,0,0,0,0,1,0,0,0,0,0,41.441216667,-82.35053333
"2012012",700,0,0,0,0,0,0,0,0,0,0,0,1,41.441216667,-82.35053333
"2012012",725,0,0,0,0,0,0,1,0,0,0,0,1,41.441216667,-82.35053333
"2012012",750,0,0,0,0,0,0,0,0,0,0,0,0,41.441216667,-82.35053333
"2012012",775,0,0,0,0,0,0,0,0,0,0,0,0,41.441216667,-82.35053333
"2013001",175,0,0,0,0,0,0,0,0,0,0,0,0,41.500833,-82.636383
"2013001",200,0,0,0,0,0,0,0,0,0,0,0,0,41.500833,-82.636383
"2013001",225,0,0,0,0,0,0,0,0,0,0,0,0,41.500833,-82.636383
"2013001",250,0,0,0,0,0,0,0,0,0,0,0,0,41.500833,-82.636383
"2013001",275,0,0,0,0,0,0,0,0,0,0,0,0,41.500833,-82.636383
"2013001",300,0,0,0,0,0,0,0,0,0,0,0,0,41.500833,-82.636383
"2013001",325,0,0,0,0,0,0,0,0,0,0,0,0,41.500833,-82.636383
"2013001",350,0,1,1,0,0,0,0,0,0,0,0,0,41.500833,-82.636383
"2013001",375,0,0,3,1,0,0,0,0,0,0,0,0,41.500833,-82.636383
"2013001",400,0,0,2,2,1,0,0,0,0,0,0,0,41.500833,-82.636383
"2013001",425,0,0,1,2,6,0,0,0,0,0,0,0,41.500833,-82.636383
"2013001",450,0,0,1,3,4,0,0,1,0,0,0,0,41.500833,-82.636383
"2013001",475,0,0,1,3,6,0,1,0,0,0,0,0,41.500833,-82.636383
"2013001",500,0,0,0,0,0,0,1,0,0,0,0,0,41.500833,-82.636383
"2013001",525,0,0,0,1,1,0,3,1,0,0,0,0,41.500833,-82.636383
"2013001",550,0,0,0,0,1,0,0,0,0,0,0,0,41.500833,-82.636383
"2013001",575,0,0,0,0,0,0,1,0,0,0,0,0,41.500833,-82.636383
"2013001",600,0,0,0,0,0,0,1,3,0,0,0,0,41.500833,-82.636383
"2013001",625,0,0,0,0,0,0,0,1,0,0,0,0,41.500833,-82.636383
"2013001",650,0,0,0,0,0,0,0,1,1,0,0,0,41.500833,-82.636383
"2013001",675,0,0,0,0,0,0,0,0,1,1,0,0,41.500833,-82.636383
"2013001",700,0,0,0,0,0,0,0,0,1,1,0,0,41.500833,-82.636383
"2013001",725,0,0,0,0,0,0,0,0,0,0,0,0,41.500833,-82.636383
"2013001",750,0,0,0,0,0,0,0,0,1,0,0,0,41.500833,-82.636383
"2013001",775,0,0,0,0,0,0,0,0,0,0,0,0,41.500833,-82.636383
"2013002",175,0,0,0,0,0,0,0,0,0,0,0,0,41.620417,-82.527117
"2013002",200,0,0,0,0,0,0,0,0,0,0,0,0,41.620417,-82.527117
"2013002",225,0,0,0,0,0,0,0,0,0,0,0,0,41.620417,-82.527117
"2013002",250,0,0,0,0,0,0,0,0,0,0,0,0,41.620417,-82.527117
"2013002",275,0,0,0,0,0,0,0,0,0,0,0,0,41.620417,-82.527117
"2013002",300,0,0,0,0,0,0,0,0,0,0,0,0,41.620417,-82.527117
"2013002",325,0,0,0,0,0,0,0,0,0,0,0,0,41.620417,-82.527117
"2013002",350,0,0,0,0,0,0,0,0,0,0,0,0,41.620417,-82.527117
"2013002",375,0,0,0,3,0,0,0,0,0,0,0,0,41.620417,-82.527117
"2013002",400,0,0,0,1,0,0,0,0,0,0,0,0,41.620417,-82.527117
"2013002",425,0,1,1,1,1,1,0,0,0,0,0,0,41.620417,-82.527117
"2013002",450,0,0,1,5,5,6,0,0,1,0,0,0,41.620417,-82.527117
"2013002",475,0,0,0,3,5,3,0,0,0,0,0,0,41.620417,-82.527117
"2013002",500,0,0,0,1,1,2,0,0,0,0,0,0,41.620417,-82.527117
"2013002",525,0,0,0,2,0,1,0,0,1,0,0,0,41.620417,-82.527117
"2013002",550,0,0,0,0,1,2,0,2,0,0,0,0,41.620417,-82.527117
"2013002",575,0,0,0,0,0,1,0,2,1,0,0,0,41.620417,-82.527117
"2013002",600,0,0,0,0,0,0,0,0,1,0,0,0,41.620417,-82.527117
"2013002",625,0,0,0,0,0,0,0,0,0,0,0,0,41.620417,-82.527117
"2013002",650,0,0,0,0,0,0,0,0,0,1,0,0,41.620417,-82.527117
"2013002",675,0,0,0,0,0,0,0,0,0,0,0,0,41.620417,-82.527117
"2013002",700,0,0,0,0,0,0,0,0,0,0,0,0,41.620417,-82.527117
"2013002",725,0,0,0,0,0,0,0,0,0,0,0,0,41.620417,-82.527117
"2013002",750,0,0,0,0,0,0,0,0,0,0,0,0,41.620417,-82.527117
"2013002",775,0,0,0,0,0,0,0,0,0,0,0,0,41.620417,-82.527117
"2013003",175,0,0,0,0,0,0,0,0,0,0,0,0,41.470817,-82.509367
"2013003",200,0,0,0,0,0,0,0,0,0,0,0,0,41.470817,-82.509367
"2013003",225,0,0,0,0,0,0,0,0,0,0,0,0,41.470817,-82.509367
"2013003",250,0,0,0,0,0,0,0,0,0,0,0,0,41.470817,-82.509367
"2013003",275,0,0,0,0,0,0,0,0,0,0,0,0,41.470817,-82.509367
"2013003",300,0,0,0,0,0,0,0,0,0,0,0,0,41.470817,-82.509367
"2013003",325,0,0,0,0,0,0,0,0,0,0,0,0,41.470817,-82.509367
"2013003",350,0,1,0,0,0,0,0,0,0,0,0,0,41.470817,-82.509367
"2013003",375,0,0,1,0,0,0,0,0,0,0,0,0,41.470817,-82.509367
"2013003",400,0,0,0,0,0,0,0,0,0,0,0,0,41.470817,-82.509367
"2013003",425,0,0,0,1,0,1,0,0,0,0,0,0,41.470817,-82.509367
"2013003",450,0,1,1,4,1,0,0,0,0,0,0,0,41.470817,-82.509367
"2013003",475,0,0,1,1,3,1,0,1,0,0,0,0,41.470817,-82.509367
"2013003",500,0,0,0,1,0,2,1,0,0,0,0,0,41.470817,-82.509367
"2013003",525,0,0,0,0,1,1,0,0,0,1,0,0,41.470817,-82.509367
"2013003",550,0,0,0,0,0,0,0,0,0,0,0,0,41.470817,-82.509367
"2013003",575,0,0,0,0,0,0,0,0,0,0,0,0,41.470817,-82.509367
"2013003",600,0,0,0,0,0,0,0,0,0,0,0,0,41.470817,-82.509367
"2013003",625,0,0,0,0,0,0,0,0,0,0,0,0,41.470817,-82.509367
"2013003",650,0,0,0,0,0,0,0,0,0,0,0,0,41.470817,-82.509367
"2013003",675,0,0,0,0,0,0,0,0,0,0,0,0,41.470817,-82.509367
"2013003",700,0,0,0,0,0,0,0,0,0,0,1,0,41.470817,-82.509367
"2013003",725,0,0,0,0,0,0,0,0,0,0,0,0,41.470817,-82.509367
"2013003",750,0,0,0,0,0,0,0,0,0,0,0,0,41.470817,-82.509367
"2013003",775,0,0,0,0,0,0,0,0,0,0,0,0,41.470817,-82.509367
"2013004",175,0,0,0,0,0,0,0,0,0,0,0,0,41.551133,-82.362083
"2013004",200,0,0,0,0,0,0,0,0,0,0,0,0,41.551133,-82.362083
"2013004",225,0,0,0,0,0,0,0,0,0,0,0,0,41.551133,-82.362083
"2013004",250,0,0,0,0,0,0,0,0,0,0,0,0,41.551133,-82.362083
"2013004",275,0,0,0,0,0,0,0,0,0,0,0,0,41.551133,-82.362083
"2013004",300,0,0,0,0,0,0,0,0,0,0,0,0,41.551133,-82.362083
"2013004",325,0,0,0,0,0,0,0,0,0,0,0,0,41.551133,-82.362083
"2013004",350,0,0,0,0,0,0,0,0,0,0,0,0,41.551133,-82.362083
"2013004",375,0,0,0,1,0,0,0,0,0,0,0,0,41.551133,-82.362083
"2013004",400,0,0,1,0,1,0,0,0,0,0,0,0,41.551133,-82.362083
"2013004",425,0,0,0,0,2,0,1,0,0,0,0,0,41.551133,-82.362083
"2013004",450,0,0,0,0,4,0,0,0,0,0,0,0,41.551133,-82.362083
"2013004",475,0,0,0,1,0,0,1,0,0,0,0,0,41.551133,-82.362083
"2013004",500,0,0,0,0,1,1,1,2,0,0,0,0,41.551133,-82.362083
"2013004",525,0,0,0,0,0,2,2,0,0,0,0,0,41.551133,-82.362083
"2013004",550,0,0,0,0,1,0,5,0,0,0,0,0,41.551133,-82.362083
"2013004",575,0,0,0,0,0,0,0,0,0,0,0,0,41.551133,-82.362083
"2013004",600,0,0,0,0,0,0,2,0,0,0,0,0,41.551133,-82.362083
"2013004",625,0,0,0,0,0,0,0,1,0,0,0,0,41.551133,-82.362083
"2013004",650,0,0,0,0,0,0,0,0,0,0,0,0,41.551133,-82.362083
"2013004",675,0,0,0,0,0,0,0,0,0,0,0,0,41.551133,-82.362083
"2013004",700,0,0,0,0,0,0,0,0,0,0,0,0,41.551133,-82.362083
"2013004",725,0,0,0,0,0,0,0,0,0,0,0,0,41.551133,-82.362083
"2013004",750,0,0,0,0,0,0,0,0,0,0,0,0,41.551133,-82.362083
"2013004",775,0,0,0,0,0,0,0,0,0,0,0,0,41.551133,-82.362083
"2013005",175,0,0,0,0,0,0,0,0,0,0,0,0,41.441433,-82.3513
"2013005",200,0,0,0,0,0,0,0,0,0,0,0,0,41.441433,-82.3513
"2013005",225,0,0,0,0,0,0,0,0,0,0,0,0,41.441433,-82.3513
"2013005",250,0,0,0,0,0,0,0,0,0,0,0,0,41.441433,-82.3513
"2013005",275,0,0,0,0,0,0,0,0,0,0,0,0,41.441433,-82.3513
"2013005",300,0,0,0,0,0,0,0,0,0,0,0,0,41.441433,-82.3513
"2013005",325,0,0,0,0,0,0,0,0,0,0,0,0,41.441433,-82.3513
"2013005",350,0,0,0,0,0,0,0,0,0,0,0,0,41.441433,-82.3513
"2013005",375,0,0,0,0,0,0,0,0,0,0,0,0,41.441433,-82.3513
"2013005",400,0,0,0,0,0,0,0,0,0,0,0,0,41.441433,-82.3513
"2013005",425,0,0,0,0,3,0,0,0,0,0,0,0,41.441433,-82.3513
"2013005",450,0,0,0,1,1,0,0,0,0,0,0,0,41.441433,-82.3513
"2013005",475,0,0,0,1,1,0,0,0,0,1,0,0,41.441433,-82.3513
"2013005",500,0,0,0,0,1,0,0,0,0,0,0,0,41.441433,-82.3513
"2013005",525,0,0,0,0,0,0,4,0,0,0,0,0,41.441433,-82.3513
"2013005",550,0,0,0,0,0,0,2,0,0,0,0,0,41.441433,-82.3513
"2013005",575,0,0,0,0,0,1,0,1,0,0,0,0,41.441433,-82.3513
"2013005",600,0,0,0,0,0,1,0,1,2,0,0,0,41.441433,-82.3513
"2013005",625,0,0,0,0,0,0,0,0,0,0,0,0,41.441433,-82.3513
"2013005",650,0,0,0,0,0,0,0,0,1,0,0,0,41.441433,-82.3513
"2013005",675,0,0,0,0,0,0,0,0,1,0,0,0,41.441433,-82.3513
"2013005",700,0,0,0,0,0,0,0,0,1,0,0,0,41.441433,-82.3513
"2013005",725,0,0,0,0,0,0,0,0,0,0,0,0,41.441433,-82.3513
"2013005",750,0,0,0,0,0,0,0,0,0,0,0,0,41.441433,-82.3513
"2013005",775,0,0,0,0,0,0,0,0,0,0,0,0,41.441433,-82.3513
"2013006",175,0,0,0,0,0,0,0,0,0,0,0,0,41.543353,-82.4869
"2013006",200,0,0,0,0,0,0,0,0,0,0,0,0,41.543353,-82.4869
"2013006",225,0,0,0,0,0,0,0,0,0,0,0,0,41.543353,-82.4869
"2013006",250,0,0,0,0,0,0,0,0,0,0,0,0,41.543353,-82.4869
"2013006",275,0,0,0,0,0,0,0,0,0,0,0,0,41.543353,-82.4869
"2013006",300,0,0,0,0,0,0,0,0,0,0,0,0,41.543353,-82.4869
"2013006",325,0,0,0,0,0,0,0,0,0,0,0,0,41.543353,-82.4869
"2013006",350,0,0,0,0,0,0,0,0,0,0,0,0,41.543353,-82.4869
"2013006",375,0,0,0,0,0,0,0,0,0,0,0,0,41.543353,-82.4869
"2013006",400,0,0,0,0,0,0,0,0,0,0,0,0,41.543353,-82.4869
"2013006",425,0,0,0,0,0,0,0,0,0,0,0,0,41.543353,-82.4869
"2013006",450,0,0,0,0,1,0,0,0,0,0,0,0,41.543353,-82.4869
"2013006",475,0,0,0,1,1,3,0,0,0,0,0,0,41.543353,-82.4869
"2013006",500,0,0,0,0,0,0,0,0,0,0,0,0,41.543353,-82.4869
"2013006",525,0,0,0,0,1,0,0,0,0,0,0,0,41.543353,-82.4869
"2013006",550,0,0,0,0,0,0,1,0,0,0,0,0,41.543353,-82.4869
"2013006",575,0,0,0,0,0,0,0,1,0,0,0,0,41.543353,-82.4869
"2013006",600,0,0,0,0,0,0,0,0,0,0,0,0,41.543353,-82.4869
"2013006",625,0,0,0,0,0,0,0,1,0,0,0,0,41.543353,-82.4869
"2013006",650,0,0,0,0,0,0,0,0,0,0,0,0,41.543353,-82.4869
"2013006",675,0,0,0,0,0,0,0,0,0,0,0,0,41.543353,-82.4869
"2013006",700,0,0,0,0,0,0,0,0,0,1,0,0,41.543353,-82.4869
"2013006",725,0,0,0,0,0,0,0,0,0,0,0,0,41.543353,-82.4869
"2013006",750,0,0,0,0,0,0,0,0,0,0,0,0,41.543353,-82.4869
"2013006",775,0,0,0,0,0,0,0,0,0,0,0,0,41.543353,-82.4869
"2013007",175,0,0,0,0,0,0,0,0,0,0,0,0,41.412767,-82.522417
"2013007",200,0,0,0,0,0,0,0,0,0,0,0,0,41.412767,-82.522417
"2013007",225,0,0,0,0,0,0,0,0,0,0,0,0,41.412767,-82.522417
"2013007",250,0,0,0,0,0,0,0,0,0,0,0,0,41.412767,-82.522417
"2013007",275,0,0,0,0,0,0,0,0,0,0,0,0,41.412767,-82.522417
"2013007",300,0,0,0,0,0,0,0,0,0,0,0,0,41.412767,-82.522417
"2013007",325,0,0,0,0,0,0,0,0,0,0,0,0,41.412767,-82.522417
"2013007",350,0,0,0,0,0,0,0,0,0,0,0,0,41.412767,-82.522417
"2013007",375,0,0,0,0,0,0,0,0,0,0,0,0,41.412767,-82.522417
"2013007",400,0,0,0,1,1,0,0,0,0,0,0,0,41.412767,-82.522417
"2013007",425,0,0,0,0,2,0,0,0,0,0,0,0,41.412767,-82.522417
"2013007",450,0,0,0,0,2,0,0,0,0,0,0,0,41.412767,-82.522417
"2013007",475,0,0,0,0,2,2,0,0,0,0,0,0,41.412767,-82.522417
"2013007",500,0,0,0,1,1,0,0,0,0,0,0,0,41.412767,-82.522417
"2013007",525,0,0,0,0,1,1,0,1,1,0,1,0,41.412767,-82.522417
"2013007",550,0,0,0,1,0,1,0,0,0,0,1,0,41.412767,-82.522417
"2013007",575,0,0,0,0,0,0,0,1,0,0,0,0,41.412767,-82.522417
"2013007",600,0,0,0,0,0,0,1,1,0,0,0,0,41.412767,-82.522417
"2013007",625,0,0,0,0,0,0,0,2,0,0,0,0,41.412767,-82.522417
"2013007",650,0,0,0,0,0,1,0,0,1,0,2,0,41.412767,-82.522417
"2013007",675,0,0,0,0,0,0,0,0,1,1,0,0,41.412767,-82.522417
"2013007",700,0,0,0,0,0,0,0,0,1,1,0,0,41.412767,-82.522417
"2013007",725,0,0,0,0,0,0,0,0,0,0,0,0,41.412767,-82.522417
"2013007",750,0,0,0,0,0,0,0,0,0,1,0,0,41.412767,-82.522417
"2013007",775,0,0,0,0,0,0,0,0,0,0,0,0,41.412767,-82.522417
"2013008",175,0,0,0,0,0,0,0,0,0,0,0,0,41.9795,-82.606
"2013008",200,0,0,0,0,0,0,0,0,0,0,0,0,41.9795,-82.606
"2013008",225,0,0,0,0,0,0,0,0,0,0,0,0,41.9795,-82.606
"2013008",250,0,0,0,0,0,0,0,0,0,0,0,0,41.9795,-82.606
"2013008",275,0,0,0,0,0,0,0,0,0,0,0,0,41.9795,-82.606
"2013008",300,0,0,0,0,0,0,0,0,0,0,0,0,41.9795,-82.606
"2013008",325,0,0,0,0,0,0,0,0,0,0,0,0,41.9795,-82.606
"2013008",350,0,0,0,0,0,0,0,0,0,0,0,0,41.9795,-82.606
"2013008",375,0,0,0,0,0,0,0,0,0,0,0,0,41.9795,-82.606
"2013008",400,0,0,0,1,0,0,0,0,0,0,0,0,41.9795,-82.606
"2013008",425,0,0,0,2,2,0,0,0,0,0,0,0,41.9795,-82.606
"2013008",450,0,0,0,1,4,0,0,0,0,0,0,0,41.9795,-82.606
"2013008",475,0,0,0,0,0,0,0,0,0,0,0,0,41.9795,-82.606
"2013008",500,0,0,0,0,0,0,0,0,0,0,0,0,41.9795,-82.606
"2013008",525,0,0,0,0,0,2,0,0,0,0,0,0,41.9795,-82.606
"2013008",550,0,0,0,0,0,0,0,0,0,0,0,0,41.9795,-82.606
"2013008",575,0,0,0,0,0,0,0,0,0,0,0,0,41.9795,-82.606
"2013008",600,0,0,0,0,0,0,0,0,0,0,0,0,41.9795,-82.606
